ad_name,status,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,campaign_id,ad_id,group_id
A_10387,deleted,0.45,2,2,3.2,3,20,99.14,8,1,25.07,0,0,10,1,0,0,C_0487,A_10387,G_0357
A_10388,deleted,357.64,1554,39,13.28,17,1,14.21,3,1,6.67,0,276,182,15,9,243,C_0488,A_10388,G_0358
A_10389,deleted,834.78,4641,117,8.99,221,24,84.98,6,231,996.68,0,2516,3933,5195,111,1173,C_0489,A_10389,G_0359
A_10390,blocked,155.23,520,21,12.39,46,1,37.04,2,13,432.63,0,192,155,23,4,21,C_0490,A_10390,G_0360
A_10391,deleted,104.19,280,0,1.99,0,6,81.38,3,4,21.81,0,5,20,19,0,2,C_0491,A_10391,G_0361
A_10392,deleted,0.01,0,0,1.4,0,1,2.85,2,1,10.86,0,0,3,1,0,0,C_0492,A_10392,G_0362
A_10393,blocked,0.03,0,0,4.4,0,1,11.85,0,23,690.97,0,0,2,1,0,0,C_0493,A_10393,G_0363
A_10394,blocked,0.97,8,0,3.76,0,2,32.38,0,1,106.68,0,0,3,4,0,2,C_0494,A_10394,G_0364
A_10395,deleted,101.08,260,65,12.24,148,47,141.64,0,1,141.48,0,38,63,4,2,3,C_0495,A_10395,G_0365
A_10396,deleted,12.04,34,0,2.68,1,1,29.68,1,1,123.27,0,7,20,6,0,16,C_0496,A_10396,G_0366
A_10397,blocked,20.87,98,35,6.81,148,3,42.17,28,5,151.82,0,1,97,27,0,50,C_0497,A_10397,G_0367
A_10398,deleted,1776.01,8308,46,8.8,123,4,43.51,8,8,158.75,0,1354,1619,987,52,319,C_0498,A_10398,G_0368
A_10399,deleted,1741.41,11260,277,11.56,443,71,92.08,11,3,140.39,0,4185,1559,3754,74,567,C_0499,A_10399,G_0369
A_10400,deleted,144.72,1002,19,3.63,42,28,86.76,2,1,172.02,0,396,157,44,0,5,C_0500,A_10400,G_0370
A_10401,deleted,8509.59,52404,19,7.1,22,4,30.89,2,30,337.65,0,2599,672,485,26,224,C_0501,A_10401,G_0371
A_10402,deleted,61.86,191,0,4.29,0,1,84.53,1,1,2.65,0,0,1,3,0,26,C_0502,A_10402,G_0372
A_10403,deleted,870.76,6136,39,8.21,12,33,80.29,3,1,182.54,0,2556,817,953,21,92,C_0503,A_10403,G_0373
A_10404,blocked,46.92,294,37,3.42,76,59,75.79,23,1,86.37,0,3,158,253,14,64,C_0504,A_10404,G_0374
A_10405,blocked,46.31,118,6,6.31,5,1,49.7,8,8,123.85,0,233,202,10,2,128,C_0505,A_10405,G_0375
A_10406,deleted,76.7,309,0,1.7,0,11,34.6,15,112,471.68,0,425,595,142,16,92,C_0506,A_10406,G_0376
A_10407,blocked,2008.91,11927,156,13.91,277,2,16.76,6,1,0.96,0,858,891,2945,53,800,C_0507,A_10407,G_0377
A_10408,blocked,2986.38,16513,510,8.76,1408,411,57.46,48,17,433.77,0,6294,4602,2402,86,670,C_0508,A_10408,G_0378
A_10409,deleted,5956.79,35732,397,16.79,850,38,92.12,10,9,261.18,0,3515,2616,3500,150,961,C_0509,A_10409,G_0379
A_10410,deleted,1156.23,5517,32,4.19,128,10,43.9,12,4,137.7,0,512,1245,651,18,225,C_0510,A_10410,G_0380
A_10411,deleted,50.76,239,31,2.69,35,74,70.64,9,934,1916.21,0,41,52,45,0,1,C_0511,A_10411,G_0381
A_10412,deleted,67.6,275,41,8.39,20,41,129.04,2,2,143.18,0,44,445,619,22,189,C_0512,A_10412,G_0382
A_10413,blocked,2.29,10,1,1.96,1,1,4.11,2,6,112.93,0,0,1,1,0,0,C_0513,A_10413,G_0383
A_10414,deleted,162.71,1051,1,0.98,64,60,58.05,25,4,330.14,0,167,206,39,9,56,C_0514,A_10414,G_0384
A_10415,deleted,0.02,0,0,2.22,1,1,22.58,0,2,52.33,0,0,1,1,0,0,C_0515,A_10415,G_0385
A_10416,deleted,579.88,2881,158,10.42,324,41,34.64,22,1,64.41,0,3,61,2,0,70,C_0516,A_10416,G_0386
A_10417,deleted,1572.78,10243,74,11.99,127,2,35.98,2,189,547.67,0,502,523,136,21,126,C_0517,A_10417,G_0387
A_10418,deleted,8.72,22,6,3.41,21,7,59.42,15,117,291.07,0,540,1007,271,14,43,C_0518,A_10418,G_0388
A_10419,deleted,3.8,28,36,8.03,9,1,18.12,6,1,54.42,0,16,23,1,0,0,C_0519,A_10419,G_0389
A_10420,deleted,27.54,159,10,4.78,1,9,24.86,5,1,4.06,0,17,12,4,0,0,C_0520,A_10420,G_0390
A_10421,deleted,10.21,26,0,2.07,0,1,12.86,1,299,1148.79,0,0,5,1,0,0,C_0521,A_10421,G_0391
A_10422,deleted,3.01,10,0,3.83,7,1,10.42,0,1,116.85,0,0,4,2,0,9,C_0522,A_10422,G_0392
A_10423,blocked,298.12,1076,2,4.54,0,1,24.33,1,1,65.51,0,14,6,3,1,8,C_0523,A_10423,G_0393
A_10424,blocked,1416.94,10056,171,17.81,120,1,34.77,4,1,289.48,0,6778,3330,3227,56,349,C_0524,A_10424,G_0394
A_10425,deleted,3522.08,22133,407,19.11,531,10,56.34,2,27,851.32,0,7511,2475,2290,92,37,C_0525,A_10425,G_0395
A_10426,deleted,93.32,250,37,5.9,92,27,37.01,8,1,16.99,0,116,52,14,1,36,C_0526,A_10426,G_0396
A_10427,deleted,560.67,4785,164,6.3,288,24,57.92,12,1,5.48,0,300,926,1317,56,490,C_0527,A_10427,G_0397
A_10428,deleted,3372.94,19063,71,10.49,101,9,107.35,3,123,742.78,0,3036,1282,1098,40,387,C_0528,A_10428,G_0398
A_10429,blocked,0.01,0,1,8.44,0,1,14.86,2,12,370.67,0,0,2,1,0,0,C_0529,A_10429,G_0399
A_10430,deleted,2.24,6,0,1.14,0,1,3.29,1,24,248.76,0,0,1,1,0,0,C_0530,A_10430,G_0400
A_10431,deleted,81.42,125,5,2.04,6,2,52.96,0,4,92.86,0,33,39,5,0,65,C_0531,A_10431,G_0401
A_10432,blocked,340.73,1262,23,11.82,20,23,37.19,7,1,74.53,0,11,189,361,35,431,C_0532,A_10432,G_0402
A_10433,deleted,675.46,3583,37,5.0,6,295,65.67,25,1,1.03,0,4,52,22,14,69,C_0533,A_10433,G_0403
A_10434,deleted,118.73,623,109,26.06,265,1,36.08,0,1,127.44,0,552,1090,272,6,192,C_0534,A_10434,G_0404
A_10435,deleted,478.52,2656,16,3.97,3,1,6.98,15,24,225.32,0,1359,1382,850,19,140,C_0535,A_10435,G_0405
A_10436,blocked,18.26,90,1,1.26,2,25,17.75,3,1,18.34,0,0,2,1,0,1,C_0536,A_10436,G_0406
A_10437,deleted,0.56,3,0,3.41,0,1,10.33,0,1,88.92,0,11,84,36,1,54,C_0537,A_10437,G_0407
A_10438,deleted,0.14,0,0,1.38,0,1,42.02,0,2,89.09,0,0,1,1,0,0,C_0538,A_10438,G_0408
A_10439,deleted,2.25,8,0,1.88,0,1,41.07,1,1,1.42,0,0,1,1,0,0,C_0539,A_10439,G_0409
A_10440,active,699.32,2283,13,4.72,100,2,32.16,21,2,175.91,0,6,104,152,3,40,C_0540,A_10440,G_0410
A_10441,blocked,10.25,71,24,7.41,10,1,3.93,0,1,0.42,0,326,120,10,1,7,C_0541,A_10441,G_0411
A_10442,blocked,0.0,0,0,0.83,0,1,0.06,1,1,18.5,0,0,1,1,0,0,C_0542,A_10442,G_0412
A_10443,active,0.01,0,0,0.85,0,1,21.35,0,3,269.03,0,0,1,1,0,0,C_0543,A_10443,G_0413
A_10444,blocked,4611.16,22235,309,24.37,1453,43,158.66,6,23,138.7,0,6215,2838,2475,44,238,C_0544,A_10444,G_0414
A_10445,deleted,0.01,0,0,0.99,0,51,108.61,4,21,194.78,0,0,1,1,0,0,C_0545,A_10445,G_0415
A_10446,blocked,521.1,2710,121,10.4,195,3,105.67,4,1,9.53,0,1562,3097,3243,133,845,C_0546,A_10446,G_0416
A_10447,blocked,0.01,0,0,2.04,0,1,6.8,0,1,1.89,0,5,27,16,0,37,C_0547,A_10447,G_0417
A_10448,deleted,4.53,39,34,10.18,120,4,48.54,5,97,615.84,0,0,25,17,4,210,C_0548,A_10448,G_0418
A_10449,deleted,101.81,346,162,6.43,204,330,121.63,27,151,354.31,0,6,550,990,56,264,C_0549,A_10449,G_0419
A_10450,deleted,144.94,1120,50,7.49,72,103,108.12,19,191,1139.65,0,213,909,2175,93,955,C_0550,A_10450,G_0420
A_10451,deleted,1077.65,5072,8,5.44,33,44,91.13,2,1,30.43,0,913,787,1203,46,570,C_0551,A_10451,G_0421
A_10452,deleted,394.06,2610,23,6.16,13,41,63.81,5,16,385.68,0,1880,572,236,65,459,C_0552,A_10452,G_0422
A_10453,blocked,83.81,328,1,2.41,1,1,6.03,3,28,397.08,0,373,89,54,4,64,C_0553,A_10453,G_0423
A_10454,deleted,966.75,5013,149,25.58,150,1,83.53,0,58,495.18,0,626,235,27,0,53,C_0554,A_10454,G_0424
A_10455,deleted,4.92,23,3,2.92,3,6,25.22,4,396,1096.35,0,8,44,13,1,80,C_0555,A_10455,G_0425
A_10456,deleted,2330.7,15394,48,5.21,20,2,14.96,1,27,286.58,0,969,951,310,57,539,C_0556,A_10456,G_0426
A_10457,deleted,0.8,3,17,6.17,1,2,28.9,6,6,288.51,0,0,1,1,0,1,C_0557,A_10457,G_0427
A_10458,blocked,617.75,3215,151,11.54,334,41,138.05,5,2,177.66,0,1636,966,275,13,334,C_0558,A_10458,G_0428
A_10459,deleted,286.78,2063,32,4.16,4,13,58.52,1,2,65.32,0,3,3,1,0,0,C_0559,A_10459,G_0429
A_10460,deleted,140.88,871,30,6.17,49,20,88.91,8,1,88.43,0,2648,598,11,5,41,C_0560,A_10460,G_0430
A_10461,deleted,1441.85,9339,123,12.76,211,3,105.24,14,510,1240.58,0,2494,1822,1329,109,539,C_0561,A_10461,G_0431
A_10462,deleted,113.97,582,276,13.76,264,10,80.47,5,188,702.24,0,1771,665,429,19,458,C_0562,A_10462,G_0432
A_10463,blocked,3.06,15,0,0.38,0,2,8.35,4,6,147.27,0,0,5,2,0,0,C_0563,A_10463,G_0433
A_10464,deleted,105.07,559,12,6.73,79,1,12.45,1,1,0.01,0,273,948,767,20,140,C_0564,A_10464,G_0434
A_10465,deleted,17.72,61,1,6.68,3,1,9.59,0,2,159.41,0,44,15,1,0,0,C_0565,A_10465,G_0435
A_10466,active,1832.77,9615,117,7.17,301,90,83.92,7,1,11.13,0,1856,1868,652,35,204,C_0566,A_10466,G_0436
A_10467,blocked,310.71,1559,113,7.82,144,2,27.63,5,1,61.85,0,59,742,482,25,48,C_0567,A_10467,G_0437
A_10468,deleted,612.88,3011,31,12.76,5,4,117.72,3,93,719.18,0,627,838,1150,27,178,C_0568,A_10468,G_0438
A_10469,deleted,0.17,0,0,1.18,0,1,17.62,3,1,63.25,0,0,1,1,0,0,C_0569,A_10469,G_0439
A_10470,deleted,1.54,10,0,1.11,0,1,13.36,1,402,650.79,0,0,1,1,0,0,C_0570,A_10470,G_0440
A_10471,deleted,1211.94,6108,60,8.65,193,96,141.17,3,11,327.0,0,905,856,1637,21,164,C_0571,A_10471,G_0441
A_10472,deleted,4429.78,23833,273,13.07,890,80,85.7,27,9,76.51,0,4448,1820,700,70,502,C_0572,A_10472,G_0442
A_10473,deleted,5.97,28,0,2.01,0,1,16.51,0,1,56.82,0,55,83,9,0,0,C_0573,A_10473,G_0443
A_10474,blocked,0.07,1,0,0.8,0,1,1.27,23,1,33.5,0,0,10,15,1,10,C_0574,A_10474,G_0444
A_10475,blocked,186.28,798,5,3.07,0,1,4.05,2,1,2.89,0,31,447,5,1,6,C_0575,A_10475,G_0445
A_10476,blocked,25.37,95,1,4.89,0,1,1.34,1,2,98.7,0,2,82,14,0,0,C_0576,A_10476,G_0446
A_10477,deleted,1507.73,8308,60,9.36,151,1,28.42,3,2,46.01,0,26,127,29,0,13,C_0577,A_10477,G_0447
A_10478,deleted,8.95,16,1,5.87,1,1,16.97,2,27,407.88,0,11,83,156,21,61,C_0578,A_10478,G_0448
A_10479,deleted,19.45,75,49,12.28,78,7,29.63,3,1,54.28,0,296,404,402,36,127,C_0579,A_10479,G_0449
A_10480,blocked,4.16,34,25,3.9,26,6,25.17,12,1,9.71,0,183,1274,741,78,702,C_0580,A_10480,G_0450
A_10481,deleted,41.89,128,4,5.92,2,1,3.45,0,2,47.09,0,4,6,2,0,0,C_0581,A_10481,G_0451
A_10482,active,1484.19,6437,430,13.64,519,109,96.07,36,50,430.51,0,2558,1257,1176,188,554,C_0582,A_10482,G_0452
A_10483,deleted,2030.26,16695,271,15.42,844,1,51.35,10,1,64.78,0,9355,4839,4424,66,423,C_0583,A_10483,G_0453
A_10484,deleted,0.03,0,0,1.9,0,1,0.74,1,2,157.98,0,0,1,1,0,0,C_0584,A_10484,G_0454
A_10485,deleted,2.91,9,1,3.06,0,1,10.51,3,32,232.37,0,0,9,1,1,28,C_0585,A_10485,G_0455
A_10486,deleted,15.99,49,0,2.5,0,1,45.96,1,1,46.38,0,0,16,9,4,48,C_0586,A_10486,G_0456
A_10487,deleted,1007.38,5286,68,8.62,124,1,4.13,10,1,95.33,0,358,271,55,7,9,C_0587,A_10487,G_0457
A_10488,deleted,1528.05,8619,140,15.38,361,1,16.2,0,14,173.06,1,553,260,114,1,65,C_0588,A_10488,G_0458
A_10489,blocked,261.59,1002,220,6.6,607,14,45.85,20,34,449.43,0,3346,3013,831,29,515,C_0589,A_10489,G_0459
A_10490,deleted,1510.44,7787,395,14.34,736,132,119.66,15,1,0.82,0,483,660,51,0,6,C_0590,A_10490,G_0460
A_10491,deleted,1377.5,6108,221,14.31,671,15,120.73,9,12,112.19,0,3954,1482,2272,64,67,C_0591,A_10491,G_0461
A_10492,deleted,126.71,397,33,6.42,86,1,9.36,5,16,372.48,0,562,692,141,14,41,C_0592,A_10492,G_0462
A_10493,deleted,45.12,213,1,4.08,0,1,1.26,10,69,568.95,0,2,21,3,0,7,C_0593,A_10493,G_0463
A_10494,deleted,6687.48,42309,505,18.97,1407,6,64.42,3,1,24.57,0,5212,1411,1070,59,395,C_0594,A_10494,G_0464
A_10495,deleted,1877.69,10574,3,2.44,4,80,139.27,5,6,421.08,0,1176,844,866,13,145,C_0595,A_10495,G_0465
A_10496,deleted,92.23,204,8,4.76,257,3,37.39,17,1,2.64,0,931,361,32,2,10,C_0596,A_10496,G_0466
A_10497,deleted,12.17,106,8,5.95,1,1,10.57,8,3,122.28,0,1,22,3,0,3,C_0597,A_10497,G_0467
A_10498,deleted,695.31,3115,6,5.86,37,3,33.21,1,6,296.61,0,443,463,625,15,190,C_0598,A_10498,G_0468
A_10499,deleted,674.35,4239,103,10.08,143,5,125.21,9,59,266.61,0,57,998,516,3,17,C_0599,A_10499,G_0469
A_10500,blocked,0.02,0,1,8.06,1,1,8.46,1,1,2.74,0,0,2,1,0,0,C_0600,A_10500,G_0470
A_10501,deleted,1191.97,6316,54,9.68,163,4,37.54,16,1,56.85,0,1513,1221,67,5,63,C_0601,A_10501,G_0471
A_10502,blocked,28.36,127,2,5.31,0,1,10.87,6,20,74.95,0,0,48,32,0,5,C_0602,A_10502,G_0472
A_10503,deleted,1256.86,6651,171,8.81,339,15,62.81,16,1,8.93,0,1487,3741,3295,146,479,C_0603,A_10503,G_0473
A_10504,deleted,0.01,0,0,3.05,0,1,16.47,5,1,80.96,0,1,10,1,0,3,C_0604,A_10504,G_0474
A_10505,blocked,21.77,174,4,2.04,4,13,41.3,7,67,294.16,0,0,26,18,0,25,C_0605,A_10505,G_0475
A_10506,blocked,16.29,135,3,5.02,0,16,179.6,0,4,50.81,0,8,28,39,12,58,C_0606,A_10506,G_0476
A_10507,deleted,14.05,48,9,2.9,21,5,48.92,4,150,1055.42,0,2,93,117,14,103,C_0607,A_10507,G_0477
A_10508,deleted,490.76,2674,177,17.28,476,5,77.63,3,10,206.27,0,1057,807,759,29,495,C_0608,A_10508,G_0478
A_10509,deleted,90.8,411,20,15.42,18,1,16.09,4,17,386.24,0,34,163,48,0,1,C_0609,A_10509,G_0479
A_10510,deleted,228.0,1189,76,11.22,129,2,45.22,6,6,296.59,0,1,68,106,0,3,C_0610,A_10510,G_0480
A_10511,blocked,410.97,1880,60,17.45,73,1,14.22,2,1,16.73,0,1113,291,29,0,9,C_0611,A_10511,G_0481
A_10512,deleted,6813.7,43135,647,28.4,660,96,128.23,16,2,125.38,0,7458,2930,4456,272,885,C_0612,A_10512,G_0482
A_10513,deleted,308.65,1696,2,2.2,0,6,24.38,10,42,251.12,0,159,174,31,1,74,C_0613,A_10513,G_0483
A_10514,deleted,5465.93,31557,361,19.3,585,159,208.24,8,121,369.5,0,5121,4217,6372,168,1340,C_0614,A_10514,G_0484
A_10515,deleted,530.25,3553,284,13.28,600,145,133.21,16,1,119.36,0,1087,1002,1510,31,323,C_0615,A_10515,G_0485
A_10516,deleted,483.27,1891,44,8.8,83,4,46.35,4,1,8.8,0,126,75,8,0,10,C_0616,A_10516,G_0486
A_10517,blocked,0.0,0,0,1.49,0,1,7.75,0,2,204.98,0,3,21,2,0,0,C_0617,A_10517,G_0487
A_10518,deleted,2.84,17,0,1.34,0,1,0.15,0,1,24.55,0,0,2,1,0,0,C_0618,A_10518,G_0488
A_10519,deleted,4282.29,28498,294,9.57,812,59,34.27,37,24,336.38,0,1952,1278,1289,113,173,C_0619,A_10519,G_0489
A_10520,deleted,5331.39,34017,520,18.47,343,196,267.4,3,8,50.41,0,6926,5106,4241,208,1718,C_0620,A_10520,G_0490
A_10521,blocked,0.0,0,0,1.12,0,1,0.32,1,1,101.25,0,0,3,2,0,3,C_0621,A_10521,G_0491
A_10522,deleted,1351.39,7915,93,8.02,132,115,97.8,14,458,1124.51,0,1524,2437,2484,126,621,C_0622,A_10522,G_0492
A_10523,blocked,2030.3,9579,79,11.5,72,22,64.08,10,1,160.74,0,2366,2440,260,6,3,C_0623,A_10523,G_0493
A_10524,deleted,32.06,179,39,3.16,327,15,73.75,4,35,167.37,0,5,60,30,0,10,C_0624,A_10524,G_0494
A_10525,deleted,2369.79,12379,42,7.08,49,253,164.1,10,1,111.6,0,617,765,1206,90,254,C_0625,A_10525,G_0495
A_10526,blocked,14.15,21,0,3.14,0,1,11.68,0,1,19.53,0,0,24,14,1,6,C_0626,A_10526,G_0496
A_10527,deleted,5.45,7,1,6.12,2,1,4.56,3,1,0.09,0,370,1424,1013,41,95,C_0627,A_10527,G_0497
A_10528,deleted,5214.64,26949,596,23.46,1734,129,254.31,3,38,177.06,0,2646,3165,3313,163,1040,C_0628,A_10528,G_0498
A_10529,blocked,146.19,741,19,8.1,57,1,17.63,1,3,143.74,0,31,2,1,0,0,C_0629,A_10529,G_0499
A_10530,deleted,5742.67,33325,558,30.84,994,9,90.99,12,151,674.03,0,7849,4316,4158,87,639,C_0630,A_10530,G_0500
A_10531,deleted,5.89,33,0,0.51,0,1,5.71,6,1,87.53,0,0,6,3,0,2,C_0631,A_10531,G_0501
A_10532,deleted,37.65,132,5,9.83,0,1,14.12,0,64,554.9,0,61,57,3,0,1,C_0632,A_10532,G_0502
A_10533,deleted,3.99,34,4,11.39,1,1,45.32,0,1,0.87,0,28,947,2086,9,202,C_0633,A_10533,G_0503
A_10534,deleted,342.32,1649,104,10.53,180,68,103.9,3,34,392.83,0,90,782,440,14,335,C_0634,A_10534,G_0504
A_10535,blocked,1808.96,6637,120,10.94,287,24,69.94,14,1,72.67,0,439,1472,1378,9,217,C_0635,A_10535,G_0505
A_10536,blocked,406.3,1645,39,13.05,32,1,20.6,2,1,16.67,0,1535,569,27,6,17,C_0636,A_10536,G_0506
A_10537,deleted,120.65,713,18,10.89,7,1,12.16,0,1,21.33,0,5,44,46,4,45,C_0637,A_10537,G_0507
A_10538,deleted,1095.76,5315,184,10.17,1264,130,153.2,11,1,125.72,0,952,1237,2780,93,873,C_0638,A_10538,G_0508
A_10539,deleted,51.12,170,14,2.79,156,1,3.91,2,39,436.3,0,44,281,10,2,52,C_0639,A_10539,G_0509
A_10540,deleted,205.56,1046,186,14.28,191,8,113.27,20,1,100.45,0,505,476,198,8,5,C_0640,A_10540,G_0510
A_10541,deleted,1.65,3,14,5.91,18,91,96.85,6,1,59.68,0,429,435,107,26,88,C_0641,A_10541,G_0511
A_10542,blocked,1674.21,8051,365,21.77,583,34,156.12,16,1,88.91,0,1322,1096,495,19,232,C_0642,A_10542,G_0512
A_10543,deleted,0.28,1,0,1.45,0,1,46.56,2,1,0.01,0,0,1,9,0,4,C_0643,A_10543,G_0513
A_10544,deleted,17.05,58,2,4.95,0,1,18.03,1,12,295.84,0,2,75,112,4,26,C_0644,A_10544,G_0514
A_10545,deleted,252.94,1892,2,3.41,0,6,39.51,3,19,464.31,0,46,1,1,0,0,C_0645,A_10545,G_0515
A_10546,blocked,28.28,179,15,3.26,22,1,38.46,5,1,1.22,0,39,246,164,6,84,C_0646,A_10546,G_0516
A_10547,deleted,2885.49,13105,25,7.23,14,90,38.34,13,1,29.5,0,6332,4025,2309,159,549,C_0647,A_10547,G_0517
A_10548,blocked,10.45,34,98,13.76,71,1,13.77,13,1,0.48,0,46,426,502,17,52,C_0648,A_10548,G_0518
A_10549,deleted,24.83,59,19,9.19,13,9,99.55,2,1,70.42,0,88,142,107,2,80,C_0649,A_10549,G_0519
A_10550,blocked,180.21,571,0,6.42,0,1,32.59,0,1,172.84,0,0,128,3,0,1,C_0650,A_10550,G_0520
A_10551,active,3.64,12,0,3.98,0,10,63.36,4,7,229.21,0,5,18,4,0,7,C_0651,A_10551,G_0521
A_10552,blocked,20.75,33,39,11.12,19,1,18.59,5,45,692.75,0,0,5,6,0,2,C_0652,A_10552,G_0522
A_10553,blocked,98.33,558,90,8.2,340,10,43.33,1,125,649.56,0,153,94,171,14,21,C_0653,A_10553,G_0523
A_10554,deleted,1712.77,7327,17,9.81,70,1,48.61,2,6,370.4,0,153,6,1,0,0,C_0654,A_10554,G_0524
A_10555,deleted,260.81,1051,27,5.17,58,1,6.12,3,164,703.84,0,5,97,11,0,1,C_0655,A_10555,G_0525
A_10556,deleted,949.32,4778,2,2.61,1,1,1.88,2,1,8.05,0,751,140,61,4,3,C_0656,A_10556,G_0526
A_10557,deleted,2287.42,14438,209,13.58,416,90,195.53,4,1,69.72,0,1486,426,500,30,156,C_0657,A_10557,G_0527
A_10558,deleted,0.35,0,0,2.5,0,1,0.52,9,1,46.89,0,0,1,1,0,0,C_0658,A_10558,G_0528
A_10559,deleted,2.0,4,9,5.85,18,10,54.34,15,4,74.51,0,32,15,2,0,10,C_0659,A_10559,G_0529
A_10560,deleted,29.14,108,6,2.3,109,1,14.88,9,1,39.7,0,4,75,248,3,29,C_0660,A_10560,G_0530
A_10561,blocked,313.48,1412,7,9.69,1,1,50.82,4,1,20.43,0,808,308,256,3,12,C_0661,A_10561,G_0531
A_10562,deleted,570.73,3034,3,1.96,0,2,15.53,1,1,1.37,0,1563,1186,273,22,50,C_0662,A_10562,G_0532
A_10563,deleted,14.32,101,3,0.67,6,2,21.73,10,98,634.73,0,358,188,20,1,66,C_0663,A_10563,G_0533
A_10564,deleted,673.73,3272,36,10.03,5,3,44.81,10,2,82.01,0,0,3,4,0,52,C_0664,A_10564,G_0534
A_10565,deleted,418.4,2917,6,2.55,23,9,26.23,12,1,3.71,0,102,176,174,1,63,C_0665,A_10565,G_0535
A_10566,deleted,2625.66,13923,537,14.39,1397,5,44.27,5,1,35.22,0,1520,2361,850,11,769,C_0666,A_10566,G_0536
A_10567,blocked,0.01,0,0,1.12,0,3,39.55,1,1,7.58,0,0,1,1,0,0,C_0667,A_10567,G_0537
A_10568,blocked,4.8,48,33,8.37,3,1,28.63,2,4,182.88,0,55,144,10,0,22,C_0668,A_10568,G_0538
A_10569,deleted,681.99,3452,134,15.31,143,1,15.13,3,30,394.15,0,122,140,39,12,93,C_0669,A_10569,G_0539
A_10570,blocked,82.66,266,4,3.4,7,3,21.18,7,1,23.4,0,35,299,147,3,153,C_0670,A_10570,G_0540
A_10571,deleted,825.44,3113,50,13.23,151,2,25.78,1,1,77.7,0,25,34,14,1,32,C_0671,A_10571,G_0541
A_10572,deleted,269.04,1060,32,8.87,24,2,38.2,2,1,106.29,0,308,178,37,18,79,C_0672,A_10572,G_0542
A_10573,deleted,85.83,215,0,4.57,0,1,11.01,8,1,39.29,0,5,268,48,5,8,C_0673,A_10573,G_0543
A_10574,deleted,2824.45,12368,105,10.67,159,329,163.36,22,195,733.64,0,4918,3300,5632,277,670,C_0674,A_10574,G_0544
A_10575,blocked,1378.93,7249,304,17.04,203,4,43.96,13,527,1037.23,0,140,22,25,2,65,C_0675,A_10575,G_0545
A_10576,blocked,1647.83,10633,25,5.7,13,48,132.12,17,3,234.04,0,145,307,17,0,1,C_0676,A_10576,G_0546
A_10577,deleted,12.49,86,43,7.61,123,1,35.18,5,8,207.29,0,139,95,12,1,36,C_0677,A_10577,G_0547
A_10578,deleted,3.11,12,4,6.06,7,1,10.76,0,1,34.61,0,71,18,52,0,0,C_0678,A_10578,G_0548
A_10579,deleted,253.34,1274,40,9.5,17,74,97.82,3,1,189.85,0,8,176,355,6,48,C_0679,A_10579,G_0549
A_10580,deleted,1111.08,5815,185,14.81,288,46,191.22,6,1,31.32,0,4759,4160,3620,129,1184,C_0680,A_10580,G_0550
A_10581,deleted,4.89,11,7,8.05,34,1,20.85,10,22,548.36,0,3,38,4,0,3,C_0681,A_10581,G_0551
A_10582,deleted,8.87,15,0,1.77,0,1,1.36,0,1,2.4,0,0,1,1,0,0,C_0682,A_10582,G_0552
A_10583,deleted,0.19,0,2,2.64,0,1,1.01,15,1,46.7,0,0,3,1,0,0,C_0683,A_10583,G_0553
A_10584,deleted,1061.46,6212,27,5.31,9,2,21.75,7,1,37.61,0,52,85,46,1,25,C_0684,A_10584,G_0554
A_10585,deleted,8.62,63,5,1.6,2,76,93.95,13,23,452.28,0,242,124,168,6,36,C_0685,A_10585,G_0555
A_10586,deleted,152.89,942,0,1.6,0,1,9.35,5,1,0.55,0,0,2,1,0,0,C_0686,A_10586,G_0556
A_10587,blocked,54.34,130,88,6.4,37,22,33.94,13,8,362.87,0,15,377,123,5,76,C_0687,A_10587,G_0557
A_10588,deleted,3290.99,15715,37,11.12,241,4,173.86,0,1,47.39,0,2879,1725,2761,103,603,C_0688,A_10588,G_0558
A_10589,deleted,4796.38,20999,394,10.66,818,148,57.58,30,649,977.49,0,1519,1961,1249,40,323,C_0689,A_10589,G_0559
A_10590,deleted,255.2,1079,223,15.34,588,42,221.93,2,7,66.7,0,2045,2532,1747,15,564,C_0690,A_10590,G_0560
A_10591,deleted,85.91,178,2,2.66,0,1,26.91,8,2,96.7,0,68,955,539,6,3,C_0691,A_10591,G_0561
A_10592,deleted,120.99,409,1,3.64,8,1,1.4,0,1,16.6,0,9,15,10,3,12,C_0692,A_10592,G_0562
A_10593,deleted,277.55,917,8,7.46,41,1,6.25,2,2,102.26,0,38,101,103,11,327,C_0693,A_10593,G_0563
A_10594,deleted,1847.78,8909,21,11.94,242,2,57.71,9,1,32.16,0,130,1242,979,43,307,C_0694,A_10594,G_0564
A_10595,deleted,1055.08,5764,118,7.16,90,2,54.41,4,9,168.88,0,1803,1070,772,36,582,C_0695,A_10595,G_0565
A_10596,deleted,25.27,60,50,12.41,96,1,11.03,13,1,53.55,0,149,825,148,1,16,C_0696,A_10596,G_0566
A_10597,deleted,169.85,813,2,3.35,0,1,3.96,3,1,25.81,0,180,17,5,1,17,C_0697,A_10597,G_0567
A_10598,deleted,1694.7,7303,157,14.58,262,228,201.17,12,84,724.03,0,7708,3263,2323,100,261,C_0698,A_10598,G_0568
