group_name,status,budget_total,budget_daily,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,group_id,target_price,strategy,campaign_id
Dante - ж 25-44 - слушатели - NAKHAT - На репите (скрытые),deleted,Бюджет кампании,Бюджет кампании,6371.4,34121,534,31.24,490,374,136.53,1,0,0.88,0,12335,3273,1634,2086,476,2200945,Авто,-,16422522
"Эллаи - более 6  - Эллаи, Naya - Научи меня летать (скрытые) - базы",deleted,-,5000,79.63,297,1,0.18,194,293,140.67,5,483,1216.29,0,13,6,39,163,20,13124527,Авто,Минимальная цена,16422522
Karu - мж 25-50 - МУЗА - На грани (скрытые) слушатели + похожие,blocked,-,3000,98.88,302,1,2.25,89,2,17.6,1,0,1.34,0,1147,77,137,371,36,8434855,Авто,-,16386012
мж 18-44 - базы Эллаи - DILARA - u wanna (скрытые) - ролик 2,deleted,-,2000,509.48,1906,4,0.44,77,1053,74.54,8,9,157.46,1,4081,487,396,989,74,16610516,Авто,Минимальная цена,18072530
Милая_EMIN_Не предавай_ЦД,deleted,-,300,83.06,399,7,2.73,112,1,25.56,0,178,486.35,0,174,22,223,179,4,6541426,Цена кампании,Минимальная цена,15777935
ODURACHEN,deleted,-,1000,7815.35,36851,47,1.81,590,263,47.59,10,571,1010.72,0,9949,692,379,236,2,11376309,Авто,Минимальная цена,16093112
"Копия Эллаи - м 18-34 - базы - SAYAN, GLAZUR - Закрой мои глаза 2.0 (скрытые) - ролик",deleted,-,Бюджет кампании,1898.67,10663,277,13.34,611,1532,97.98,6,239,606.77,0,8724,1278,1707,1162,430,1901942,Авто,Минимальная цена,18072089
Копия Hammali - ж 25-34 - базы - SAYAN - Бросай курить (скрытые),deleted,-,700,3882.08,13874,96,11.56,920,69,108.35,2,1,79.91,0,5796,1740,797,960,274,13460684,9,Минимальная цена,19078381
"мж 14-18 - более 6 - The Limba – Винчестер - базы - Россия, Казахстан, Беларусь (скрытые)",deleted,-,200,48.59,191,1,0.5,8,10,5.81,0,15,115.18,0,35,14,5,4,0,3334427,Авто,Минимальная цена,16805402
Стас 6+_мж 30-55_Стас Михайлов_Летай_ЦД (музыка),deleted,-,-,97.94,424,11,1.04,79,30,10.97,3,4,128.12,0,105,74,40,22,11,1416446,Цена кампании,-,15406532
ж 25-44 - слушатели - DAKENA - Радиоэфир (скрытые),deleted,-,300,1617.23,8750,26,1.88,206,95,41.44,0,17,254.32,0,6496,155,156,319,114,4216509,Авто,Минимальная цена,18425848
м 19-23 - слушатели - Grivina - Минимум (скрытые),deleted,-,5000,3339.09,18511,394,2.23,2163,2186,200.15,23,9,100.95,0,4030,705,431,406,78,10938393,Авто,-,15934471
Сателлит - ж 35-44 - слушатели - Виктор Антонов - Крепко обнять (скрытые),blocked,-,1000,12.14,56,4,1.08,70,3,7.53,2,185,547.03,0,3,0,1,1,0,8106492,Авто,Минимальная цена,18425848
Копия ж 19-35 - Kto_tebya_sozdal - Asammuell - Грустные глаза (скрытые) - базы треки,blocked,-,1000,2661.19,10972,660,16.88,1487,1259,75.81,15,0,5.47,0,6334,2050,1434,1655,69,11721273,Авто,Минимальная цена,17101237
"ж 36-45 - более 5 - Turken – Досрочно - базы - Россия, Казахстан, Беларусь (скрытые)",deleted,-,6999,0.22,1,0,0.05,6,29,56.17,2,3,95.08,0,125,27,47,37,3,11948263,Авто,Минимальная цена,16472518
Вусал Мирзаев - мж 18-44 - подписчики - HOVO - Снег (скрытые),deleted,-,Бюджет кампании,0.49,3,0,0.0,1,3,1.91,10,2,53.89,0,1,0,1,1,0,11207621,Цена кампании,-,16463661
Murat Gamidov - мж 18-44 - Руслан Добрый - Верный друг (скрытые),deleted,-,5000,3892.08,14987,266,10.5,598,462,72.55,18,39,164.25,0,9070,1269,1509,955,131,3457727,Авто,Минимальная цена,16014168
Скандальная пара - мж 18-44 - Руслан Добрый - Верный друг (скрытые),deleted,-,300,1532.88,5117,54,6.34,211,68,43.4,2,5,93.65,0,3742,348,322,270,15,8299591,Авто,Минимальная цена,16013576
"EMIN, Ани Лорак - Будет здорово 1 ID:1031687937",deleted,-,Бюджет кампании,14930.74,73306,644,12.81,2033,1702,214.62,23,4,77.6,0,25790,3761,3286,2605,898,12379092,Цена кампании,Минимальная цена,15210980
Людмила Соколова - ж 24-45 - EMIN - Жизнь игра - похожие,deleted,-,5000,7.7,21,1,2.13,1,1,1.68,3,29,231.07,0,1,1,1,2,0,10665857,Авто,Минимальная цена,17691132
EMIN 7+ - мж 35-54 - EMIN - Зима (скрытые),deleted,-,500,54.63,334,0,0.15,23,7,17.39,7,495,1016.05,0,233,80,19,16,2,4378342,Цена кампании,-,15777935
Анита Цой,blocked,-,3000,5634.01,23893,71,5.42,123,347,85.23,1,0,5.96,0,270,56,54,28,5,6346646,Авто,Минимальная цена,19333255
ж 35-54 - слушатели - Jazzdauren - Лаванда (скрытые),deleted,-,-,678.27,3356,4,0.14,63,93,86.47,3,40,281.6,0,200,52,72,66,0,6682997,Авто,Минимальная цена,18425848
"м 24-45 - Принцев не существует - Bahh Tee - Не плачь, мам (скрытые)",deleted,-,150,4002.63,16817,396,27.45,386,61,43.54,9,0,39.02,0,5236,2003,452,140,34,16657368,Цена кампании,Минимальная цена,17972004
25.11.19_DAKENA_Спишь?_15186981_ALEKSIA_123204273,deleted,-,Бюджет кампании,397.93,1833,26,1.67,35,239,48.06,17,42,114.64,0,42,51,74,35,3,1293514,Авто,-,15186981
Нодар Ревия - ж 24-45 - EMIN - Жизнь игра - похожие,deleted,-,300,23614.58,101182,722,36.43,1676,650,51.6,9,4,65.0,0,34248,6875,3052,2315,684,3257899,Авто,Минимальная цена,16724638
мж 19-35 - более 5 - Idris & Leos - Обезболить (скрытые) - базы,deleted,-,200,1561.88,7486,14,0.67,12,35,7.48,9,16,138.07,0,118,49,55,204,8,9661592,Авто,-,16464703
мж 24-45 - базы (позитив) - NITI DILA - Струны (скрытые),blocked,Бюджет кампании,6999,912.88,3688,30,0.61,280,175,15.76,2,0,23.6,0,2148,460,138,71,46,1534449,Авто,Минимальная цена,17098232
м 18-24 - слушатели - Руки Вверх! - Новый год (скрытые),deleted,-,5000,271.26,1347,18,3.93,115,78,50.71,3,15,246.95,0,9,16,7,5,0,1988031,Авто,Минимальная цена,15779672
Копия Alex Andreev - мж 18-34 - базы - SAYAN - Закрой мои глаза (скрытые) - обложка,blocked,-,2000,19.11,49,0,1.23,6,49,33.7,3,6,68.75,0,21,32,4,2,0,9537638,Авто,-,19258475
HammAli & Navai - ж 25-34 - базы - JAVANI - Мимолётная любовь (скрытые),deleted,-,200,5.81,14,0,0.03,89,63,38.74,8,9,155.84,0,25,7,9,5,0,8807934,Авто,Минимальная цена,17536979
HAMSAY - ж 25-44 - слушатели - NAKHAT - На репите (скрытые),deleted,-,300,55.71,123,13,6.07,23,36,36.89,1,87,307.35,0,873,125,409,702,23,632365,Авто,Минимальная цена,16014168
Влад Топалов,active,-,600,1229.55,7419,115,3.35,343,328,70.13,8,12,61.13,0,1125,248,229,172,2,6986986,4,Минимальная цена,19333255
MARGO - мж 18-55 - слушатели - NAKHAT - На репите (скрытые),deleted,-,300,9324.57,49872,1102,34.82,1618,441,86.04,20,55,281.81,0,40490,6961,6244,4065,807,5373964,Авто,Минимальная цена,16085991
Копия HOVOS - ж 25-34 - базы - SAYAN - Бросай курить (скрытые),blocked,-,600,6678.08,36568,170,4.35,186,409,55.2,23,188,550.86,0,9323,378,442,447,13,9017329,Авто,Минимальная цена,19290488
Исфандиёр - мж 24-50 - МУЗА - На грани (скрытые) слушатели + похожие,blocked,-,1000,605.39,3006,63,2.63,322,120,26.19,18,14,171.47,0,2248,553,798,760,142,4956359,Авто,Минимальная цена,16527401
Копия ролик 3 - мж 18-44 - слушатели - Idris & Leos - Я тобой болен (скрытые),blocked,-,5000,7842.74,37238,456,25.08,119,286,121.35,3,10,94.1,0,9686,1910,2112,1231,258,15075873,Цена кампании,Минимальная цена,19288072
EMIN 3+ - м 25-34 - EMIN - Зима (скрытые),deleted,-,300,604.79,2496,98,5.29,758,491,128.01,16,34,319.26,0,100,24,74,74,13,7068864,Цена кампании,Минимальная цена,15406532
Сотникова - мж 19-35- слушатели - NITI DILA - Мне тепло с тобою,deleted,-,1000,7.21,40,1,0.68,8,3,13.1,1,0,0.29,0,34,13,4,2,0,4912327,Авто,Минимальная цена,16386325
ж 36-45 - более 4 - Turken - Лучше меня (скрытые),deleted,-,2000,2091.3,8694,185,1.91,1547,2072,243.47,8,179,381.67,0,18952,2718,2940,2197,413,11696999,Авто,Минимальная цена,18679625
"Leos - мж 18-44 - слушатели - SAYAN - Тот, кто (скрытые)",deleted,-,300,446.19,2345,0,0.0,6,113,11.13,6,49,176.65,1,72,16,9,2,0,8477078,Цена кампании,Минимальная цена,16975489
м 25-34 - слушатели - MILAVA - Фиаско (скрытые),blocked,Бюджет кампании,300,581.75,2466,5,5.38,45,10,53.38,0,0,0.9,0,98,61,5,6,0,13769313,Авто,-,17154089
DAKENA_Спишь?_ЦД_AURANA,deleted,-,Бюджет кампании,1.46,6,0,1.24,12,1,10.77,2,32,238.99,0,17,12,2,3,0,5594593,Авто,-,15211082
LI ZA - ж 20-35 - слушатели - MILAVA - Фиаско (скрытые),deleted,Бюджет кампании,700,11592.65,49900,341,17.32,1367,1148,291.58,5,1,38.99,0,22516,1729,1469,1581,93,2096561,Авто,Минимальная цена,16527401
Archi-M - ж 25-34 - слушатели - JAVANI - Мимолётная любовь (скрытые),blocked,-,1000,573.53,3215,1,0.04,137,42,78.54,6,0,2.63,0,91,60,29,11,1,43515,Авто,Минимальная цена,17099083
"Akmal' (2) - ж 19-24 - подписчики - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)",deleted,-,2000,5116.52,20533,145,7.89,620,46,7.38,10,235,814.25,0,3019,590,240,149,21,5748211,Авто,Минимальная цена,16535629
ж 19-35 - Khoroshaya - Asammuell - Грустные глаза (скрытые) - базы треки,blocked,Бюджет кампании,100,17.72,163,0,2.71,1,1,32.32,0,0,20.62,0,193,79,27,19,2,9495124,Цена кампании,Минимальная цена,17329055
более 10 - мж 24-35 - Idris и Leos - Боль и страх (скрытые),deleted,-,3000,4609.51,24851,111,4.15,541,925,44.19,7,11,118.1,0,21766,3838,2280,1911,161,9219578,Цена кампании,Минимальная цена,15935617
Maru - ж 35-44 - слушатели - Сателлит feat. Рина - По следам любви (скрытые),deleted,-,1000,8117.91,30615,539,13.45,2018,765,94.6,8,246,552.12,0,32096,2385,3053,3133,925,8590340,Авто,Минимальная цена,16464703
Umar Keyn - ж 35-44 - слушатели - Сателлит - Не пара (скрытые),blocked,-,Бюджет кампании,520.5,2985,49,5.21,432,6,15.5,1,0,26.19,0,435,126,83,6,1,2552561,Цена кампании,-,17546615
подписчики - EMIN - Жизнь игра (клип) - ОК,deleted,-,10000,8196.95,36836,638,19.11,1494,1746,154.47,8,0,5.76,0,18490,3952,2758,3103,569,11259287,Авто,Минимальная цена,18775766
базы позитив - мж 12-54 - ALEX ANDREEV - I love you (скрытые),deleted,-,1000,10.77,72,0,0.53,6,1,14.75,1,5,52.11,0,22,0,1,1,0,7069939,Авто,-,16013955
"Akmal' (1) - ж 35-45 - подписчики - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)",blocked,-,1000,1002.56,6523,100,7.78,559,328,88.81,6,51,256.02,0,10666,3369,1124,469,65,16228201,Авто,Минимальная цена,16386012
ж 18-24 - слушатели - Сателлит - Под бой курантов (скрытые),deleted,-,500,147.77,582,6,1.45,69,128,58.24,2,0,25.34,0,5896,673,557,465,63,5688204,Цена кампании,-,15854870
м 35-44 - слушатели - ALEX ANDREEV - I love you (скрытые),deleted,-,Бюджет кампании,53.41,322,5,0.98,9,12,38.27,3,39,183.76,0,177,58,5,1,0,2472631,Цена кампании,Минимальная цена,15936312
ж 18-24 - подписчики - ALEX ANDREEV - Кавказский груз,deleted,-,200,5531.02,27428,689,48.19,1476,987,261.37,4,0,2.34,0,23108,3350,2225,2593,574,16724013,Цена кампании,Минимальная цена,15854891
Dante - ж 29- 35 - слушатели - Мохито - Перед рассветом (Remix) (скрытые) - похожие,blocked,-,2000,1280.53,6495,63,0.27,374,722,66.52,6,6,175.58,0,4086,675,960,1365,107,9923796,Авто,Минимальная цена,16633185
TIANA - ж 29- 35 - слушатели - Мохито - Перед рассветом (Remix) (скрытые) - похожие,deleted,-,10000,368.79,937,1,2.13,91,3,48.03,0,8,82.23,0,841,35,5,1,0,1136577,9,Минимальная цена,15936833
ролик 3 - мж 18-24 - по трекам - Idris & Leos - Я тобой болен (скрытые),blocked,-,300,28209.02,109666,1599,114.11,2406,769,407.01,1,7,106.06,0,52833,5105,3739,3548,362,11285642,Авто,Минимальная цена,18814308
мж 24-55 - базы (позитив) - Сателлит/Виктор Антонов - Улетаю домой (скрытые) - пик 3,blocked,-,500,732.98,3848,35,5.09,14,9,9.07,26,90,287.8,0,358,72,235,237,38,9938789,Авто,Минимальная цена,19258475
"мж 25-34 - слушатели - SAYAN - Тот, кто (скрытые)",deleted,-,3000,56.86,317,2,0.43,10,1,15.37,1,7,94.73,0,119,48,6,5,0,13196957,Цена кампании,-,16386325
"мж 18-35 - The Limba – Винчестер - слушатели - Казахстан, Беларусь (скрытые)",deleted,-,1000,137.44,985,54,1.11,14,79,13.42,7,14,103.42,0,183,18,10,6,0,12383247,Авто,Минимальная цена,16979080
CHEZARA - мж 25-44 - слушатели - DAKENA - Гирлянда (скрытые),blocked,-,-,171.23,1018,14,0.32,145,256,17.76,13,1,55.27,0,1065,318,212,153,5,1362673,Цена кампании,Минимальная цена,15934471
"мж 24-45 - более 9 - Turken – Досрочно - базы - Россия, Казахстан, Беларусь (скрытые)",deleted,-,1500,2249.06,9829,53,6.81,474,189,108.85,4,0,0.33,0,2111,165,529,127,104,14862317,Авто,Минимальная цена,16548823
мж 19-45 - слушатели - DJ DimixeR - Перед рассветом (Remix) (премьерный),deleted,-,1000,1204.99,6624,28,0.56,458,327,42.93,15,8,67.76,0,313,53,95,71,1,4448312,Авто,Минимальная цена,15934623
MriD - мж 18-44 - подписчики - HOVO - Снег (скрытые),deleted,-,200,3720.48,14694,150,9.88,533,96,58.81,9,6,140.8,0,605,119,46,134,15,7818798,Цена кампании,Целевая цена,16014168
ж 36-45 - подписчики - EMIN - Жизнь игра (скрытые),active,-,700,12528.39,60932,991,28.71,833,88,37.04,20,14,136.9,0,4759,924,786,839,266,9917453,Авто,Минимальная цена,17103172
"Копия Idris & Leos - ж 18-34 - базы - SAYAN, GLAZUR - Закрой мои глаза 2.0 (скрытые) - обложка",blocked,-,1700,305.64,2573,7,0.19,106,216,46.99,24,1,54.01,0,2788,153,428,431,46,10401525,Авто,Минимальная цена,18922290
мж 29-35 - более 3 - Turken - Лучше меня (скрытые),deleted,-,4000,11029.84,44755,644,28.17,2102,612,117.09,7,329,918.79,0,5512,961,651,784,71,12211598,4,Минимальная цена,18805975
Marvin - мж 16-28 - слушатели - Nasty Babe - Патрики (скрытые),deleted,-,Бюджет кампании,33.69,181,18,0.76,284,714,130.94,8,7,176.08,0,7918,2075,1304,1128,394,7760425,Авто,-,16013955
ж 25-34 - слушатели - MILAVA - Фиаско (скрытые),deleted,-,Бюджет кампании,7715.7,45102,468,12.47,811,62,60.16,2,523,993.53,1,9005,1194,458,67,7,1504698,Авто,Минимальная цена,16976297
"EMIN, Ани Лорак - Будет здорово 2 ID:1031687937",deleted,-,5000,2026.74,6690,124,20.65,540,55,120.73,2,495,1275.68,0,6636,2559,3711,3427,641,12339102,Авто,Минимальная цена,15210971
NYUSHA - ж 18-44 - слушатели - DILARA - u wanna (скрытые) v3 - фрейм 1,deleted,-,1000,46.33,110,0,0.25,1,58,32.99,1,0,0.01,0,14,2,24,25,0,8001941,Цена кампании,-,18915723
Шкред - мж 16-28 - слушатели - Nasty Babe - Патрики (скрытые),deleted,-,100,2258.94,12929,18,2.94,131,19,12.58,15,159,461.14,0,5438,683,276,313,20,440036,Цена кампании,-,16151500
мж 16-35 - базы (позитив) - Grivina - Цепляет (скрытые),blocked,-,2000,8354.13,40342,527,38.25,277,98,70.49,11,524,941.96,0,9457,1685,462,200,43,10030970,Авто,Минимальная цена,18302050
ж 25-34 - слушатели - Сателлит - Под бой курантов (скрытые),deleted,-,500,249.58,1317,26,4.07,159,133,74.14,2,12,91.64,0,413,164,208,473,11,10424303,Авто,-,15780869
25.11.18_DAKENA_Спишь?_15146861_ANI_123094665,deleted,-,5000,108.01,554,1,0.13,93,100,120.43,3,28,177.33,0,867,49,116,57,7,2946419,Цена кампании,Минимальная цена,15146861
ролик 2 - мж 18-44 - позитив - Idris & Leos - Я тобой болен (скрытые),active,-,3000,4260.2,23918,664,30.4,1099,1030,144.22,16,0,11.01,0,33299,5377,4148,2880,929,15438745,Авто,Минимальная цена,18922290
"EMIN - ж 29-35 - EMIN, Amanda Holden - Somethin' Stupid - более 9 (скрытые)",deleted,-,2000,828.86,4919,29,0.28,238,766,41.91,15,11,110.36,0,3853,1609,836,1170,291,9947433,Авто,Минимальная цена,16975489
"EMIN - ж 36-45 - EMIN, Amanda Holden - Somethin' Stupid - более 6 (скрытые)",deleted,-,150,11938.63,49788,320,9.68,597,920,89.99,12,183,463.8,0,29975,4900,4192,3607,1111,10840799,Авто,-,16527401
м 35-44 - подписчики - ALEX ANDREEV - Кавказский груз,deleted,-,Бюджет кампании,20.43,49,0,0.09,5,1,34.1,0,14,213.43,0,28,3,8,28,9,2227670,Авто,Минимальная цена,15935617
Влад Май - мж 25-44 - DAKENA - Стань моим (скрытые) - похожие,deleted,-,3000,4587.97,16478,235,7.36,709,1078,87.51,11,15,187.49,0,9848,1238,539,646,20,9670883,Цена кампании,Минимальная цена,17529525
"EMIN, Ани Лорак - Будет здорово 9 ID:1031687937",deleted,-,Бюджет кампании,84.05,322,13,0.69,179,235,71.22,6,512,1272.67,0,31,24,10,11,0,5721479,Цена кампании,Минимальная цена,15211079
GOLOVATSKY - ж 25-44 - слушатели - NAKHAT - На репите (скрытые),deleted,-,3000,4206.39,22660,179,3.83,668,1015,190.65,25,31,273.84,0,9763,3104,1886,1712,397,3670421,Авто,Минимальная цена,16467714
Мохито 6+ - подписчики - Мохито - Перед рассветом (Remix) (скрытые),blocked,-,200,18811.19,78205,1050,59.77,1081,740,115.46,10,472,917.75,0,50427,8405,4579,4241,506,13992696,Авто,Минимальная цена,16147082
Мари Мар - мж 12-44 - слушатели - DAKENA - Гирлянда (скрытые),deleted,-,3000,266.69,640,2,1.17,79,36,21.27,12,0,43.72,0,1050,114,126,9,0,5778552,9,Минимальная цена,15779672
Эллаи - ж 25-34 - базы - SAYAN - Бросай курить (скрытые),deleted,-,500,10035.92,38456,575,25.48,1247,259,71.35,6,4,100.87,0,12727,1189,983,665,98,5439738,Цена кампании,Минимальная цена,17486135
"HAMMALI - ж 16-18 - слушатели - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)",blocked,-,3000,770.94,3491,85,2.81,317,523,70.83,2,1,29.66,0,1096,153,264,183,25,2205343,Авто,Минимальная цена,16013576
ж 19-35 - Devochka_proschaysya_s_nim - Asammuell - Грустные глаза (скрытые) - базы треки,deleted,-,1700,129.01,877,1,0.35,46,1,9.37,0,122,341.62,0,21,7,14,2,0,8319899,Авто,Минимальная цена,17814578
Дискотека Авария - мж 35-44- Руки Вверх! - Новый год (скрытые),deleted,-,Бюджет кампании,41.26,153,0,0.99,7,8,8.41,0,0,14.72,0,659,185,15,33,4,3910574,Цена кампании,Минимальная цена,15779672
ж 25-34 - слушатели - Сателлит - Под бой курантов (скрытые),deleted,-,Бюджет кампании,653.68,2333,12,0.95,389,338,68.23,3,4,64.82,0,418,96,191,244,36,16342159,Цена кампании,-,15780869
Idris & Leos - ж 25-34 - базы - JAVANI - Мимолётная любовь (скрытые),blocked,-,500,1240.3,7383,16,0.7,114,194,21.13,4,6,64.46,0,1005,44,264,49,1,11683176,Авто,Минимальная цена,18302050
Копия Эллаи - ж 25-34 - базы - SAYAN - Бросай курить (скрытые),blocked,-,300,183.91,500,0,0.65,1,2,37.42,5,64,213.19,0,16,4,2,6,0,14257419,Авто,Минимальная цена,19246711
Слушатели (премьерный пост),deleted,-,300,15357.93,70893,1346,41.86,1342,1221,149.81,17,475,893.33,0,12863,1464,882,410,19,12697728,Цена кампании,Минимальная цена,15406532
ж 27-29  - подписчики - Grivina - Пьяная (скрытые),blocked,Бюджет кампании,Бюджет кампании,0.14,0,0,0.38,1,1,3.57,1,123,235.68,0,4,5,2,2,0,3973005,Авто,Минимальная цена,17536979
ж 18-44 - подписчики (актив) - Эллаи - Моя любовь (скрытые),deleted,-,1000,1055.35,5042,18,3.69,35,4,28.44,3,206,574.95,0,2222,371,162,375,7,3246201,Авто,Минимальная цена,18679625
"Копия обложка - ж 25-34 - слушатели - HAMMALI - Мой дом там, где ты (скрытые)",deleted,-,1000,3813.53,15795,126,1.82,441,1214,65.39,13,8,100.31,0,2908,324,11,2,0,2573215,Авто,-,18806414
Копия ж 19-35 - Vsem_dlya_tebya - Asammuell - Грустные глаза (скрытые) - базы треки,deleted,-,Бюджет кампании,14974.98,64704,295,17.91,957,250,166.54,2,619,1028.22,0,39919,6419,2604,1527,173,1164238,1,Минимальная цена,18072397
Kenan - мж 18-44 - подписчики - HOVO - Снег (скрытые),deleted,-,500,1953.6,9765,134,2.06,410,330,41.19,28,133,429.61,0,6493,2015,940,679,192,16375224,Авто,-,15936312
м 35-44 - слушатели - Сателлит - Под бой курантов (скрытые),deleted,-,1000,0.07,1,1,1.33,40,1,23.09,1,0,20.71,0,16,7,5,1,0,16655956,Авто,Минимальная цена,15854870
Grivina (базы) (премьерный пост),deleted,-,Бюджет кампании,354.48,1426,44,15.4,213,2,75.56,0,307,787.93,0,1402,373,226,41,1,14489007,Цена кампании,Минимальная цена,15406448
ж 19-23 - подписчики - Grivina - Минимум (скрытые),deleted,-,300,1182.71,2681,36,1.51,659,443,122.54,7,10,131.74,0,14008,1613,1996,1515,259,6923316,Авто,Минимальная цена,15780869
Александр Маршал - ж 24-45 - v.4 EMIN - Жизнь игра -  похожие + фиты (скрытые),deleted,-,Бюджет кампании,910.83,5906,185,3.26,649,1109,156.74,4,29,240.99,0,8271,1828,1239,2644,415,16056387,Цена кампании,-,17101237
ж 45-54 (2) - подписчики - Сателлит - Под бой курантов (скрытые),blocked,-,Бюджет кампании,2.97,12,6,0.16,23,18,29.23,4,1,49.07,0,14,28,9,5,0,8804232,Авто,-,15934471
NadiaZ - мж 25-50 - МУЗА - На грани (скрытые) слушатели + похожие,deleted,-,1000,194.01,1004,3,0.92,154,110,39.23,2,10,72.08,0,1502,177,70,49,0,4308409,Авто,Минимальная цена,16093112
ж 45-55 - слушатели - Сателлит feat. Рина - По следам любви (скрытые),deleted,-,10000,3887.95,21808,74,0.86,322,283,97.09,10,585,1129.92,0,13637,3480,3366,2873,589,7744430,Авто,Минимальная цена,16422522
DAVID - мж 18-44 - Tural Everest - Верный друг (скрытые),deleted,-,1000,541.69,2864,2,0.67,18,15,27.37,3,0,0.64,0,536,53,45,8,1,1649065,Авто,-,16013955
Анита Цой,active,-,1000,541.32,1668,5,0.32,87,1040,179.8,18,0,15.62,0,15,8,12,15,2,3106983,Авто,Минимальная цена,19333255
"Akmal' (2) - ж 16-18 - подписчики - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)",deleted,-,2000,37.39,153,7,0.91,14,1,5.45,9,0,10.04,0,17,1,7,12,0,12384418,Авто,Минимальная цена,16524805
EMIN_Герои черно-белых фильмов_ЦД2_Эллаи,deleted,-,-,0.03,0,0,1.14,13,23,122.07,0,24,207.23,0,49,8,24,43,3,15069311,Авто,-,15211092
"SONYA - мж 18-44 - слушатели - SAYAN - Тот, кто (скрытые)",deleted,-,Бюджет кампании,85.12,606,0,0.03,3,425,35.72,12,768,1300.07,0,21,5,5,19,2,12624674,Авто,-,16013576
Слушатели_м 19–23_Grivina - Дура (скрытые),deleted,-,1000,50.39,221,2,1.01,57,97,75.39,1,1,47.57,0,552,87,85,155,0,7269930,Авто,Минимальная цена,15406380
"м 24-45 - более 3 - Bahh Tee - Не плачь, мам (скрытые)",deleted,-,1000,289.8,937,38,1.98,514,125,29.39,10,263,731.89,0,15,5,2,1,0,10461873,Авто,Минимальная цена,16548823
"EMIN, Ани Лорак - Будет здорово 3 ID:1031687937",deleted,-,300,596.98,2862,12,1.49,227,1,4.57,24,0,23.58,0,1868,149,59,4,0,15190452,Авто,Минимальная цена,15211080
"Naya - мж 35-45 - слушатели - Эллаи, Naya - Научи меня летать (скрытые)",deleted,-,1000,0.41,1,0,0.34,2,6,31.99,0,21,248.42,0,4,1,9,8,0,11956473,Авто,Минимальная цена,16635417
ж 18-24 - слушатели - Сателлит - Не пара (скрытые),active,-,300,423.46,1399,7,2.47,80,164,44.53,3,13,106.13,0,27,12,13,6,0,6887324,Авто,Целевая цена,18072089
"ж 24-28 - SHAMI - слушатели - SHAMI, Idris & Leos - Ты не одна (скрытые)",deleted,-,1000,438.7,2846,4,1.17,73,129,51.1,5,127,413.6,0,2119,160,51,25,13,8594906,Авто,Минимальная цена,16532625
мж 18-55 - подписчики - NAKHAT - На репите (скрытые),deleted,-,1000,55.8,97,1,5.62,13,8,45.69,0,1,96.2,0,129,29,66,13,1,16579226,Авто,Минимальная цена,16014168
мж 19-45 - подписчики - NITI DILA - Мне тепло с тобою (премьерный),deleted,-,300,2873.47,15154,210,2.69,912,359,108.84,3,4,66.67,0,3988,875,944,696,54,5843538,Авто,Минимальная цена,16386325
ЛСП 4+,deleted,Бюджет кампании,2000,788.24,3923,67,1.83,514,712,111.03,16,51,255.66,0,2548,234,248,80,4,5715172,Авто,Минимальная цена,15779672
Ahmed Shad - мж 18-44 - подписчики - HOVO - Снег (скрытые),deleted,-,Бюджет кампании,122.33,610,6,1.35,10,1,34.0,1,843,1630.26,0,3,3,4,2,0,16543992,Авто,Минимальная цена,16013955
"Akmal' (1) - ж 25-34 - подписчики - HAMMALI, Akmal' - О чем ты не спишь по ночам (скрытые)",deleted,-,1000,43.15,285,5,0.56,12,9,1.46,12,63,248.72,0,1,1,2,12,0,12403624,Цена кампании,Минимальная цена,16527401
Doppiez,deleted,-,Бюджет кампании,488.97,1700,13,1.75,83,2,17.79,13,597,1041.16,0,393,28,38,42,0,15682557,Цена кампании,-,16013576
"ж 35-44 - более 3 - R.Zərgərli, С.Михайлов - Я пью тебя до дна (скрытые) - базы",active,-,1000,698.81,3733,13,2.37,83,83,45.78,8,80,359.15,0,40,23,14,24,1,9479641,Авто,Минимальная цена,17068818
Асия - ж 24-45 - v.4 EMIN - Жизнь игра -  похожие + фиты (скрытые),deleted,-,1000,200.03,1041,23,2.85,127,45,28.47,1,5,39.46,0,21,14,2,3,3,10337192,Авто,Минимальная цена,18072089
Копия Damir Za Vas - ж 25-34 - базы - SAYAN - Бросай курить (скрытые),deleted,Бюджет кампании,3000,6419.22,27833,180,6.52,108,302,53.18,11,0,11.19,0,846,472,166,235,29,8275667,Авто,Минимальная цена,19078001
м 21-24 - подписчики - Руки Вверх! - Новый год (скрытые),deleted,-,300,1603.41,7031,325,8.51,988,1249,115.78,22,5,51.0,0,10460,1889,785,927,269,8096209,Авто,Минимальная цена,15780869
мж 18-34 - слушатели - SAYAN - Закрой мои глаза (скрытые) - обложка,deleted,-,3000,7674.51,42480,325,19.71,749,603,39.48,9,12,223.38,0,30966,4768,3270,3101,425,801787,Цена кампании,Минимальная цена,18775766
