campaign_name,status,budget_total,budget_daily,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,campaign_id,advertised_object,target_action,target_price,strategy
C_0449,deleted,Бюджет группы,Бюджет группы,78.92,2459,268,3.54,197,100,31.67,1,0,0.12,0,132,35,74,101,52,C_0449,Музыка,Старт прослушиваний,Цена группы,-
C_0450,deleted,Бюджет группы,Бюджет группы,4688.83,52034,2720,3.88,3650,1203,29.79,17,0,310.42,0,38918,8518,2969,6205,1315,C_0450,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0451,deleted,3000,Бюджет группы,1288.33,14500,126,1.98,1,21,0.57,1,0,2051.55,0,28290,4149,119,28,43,C_0451,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0452,deleted,-,50000,1.77,16698,607,1.29,566,883,19.39,6,0,1.15,0,1205,161,267,55,208,C_0452,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0453,blocked,-,Бюджет группы,64266.15,388607,12089,34.95,8801,2005,84.65,27,393,14273.49,0,158396,31385,21642,31532,13475,C_0453,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0454,deleted,Бюджет группы,Бюджет группы,11040.26,89063,2454,9.83,2829,308,11.62,2,68,13404.07,0,15116,2663,417,1112,335,C_0454,Музыка,Старт прослушиваний,40,-
C_0455,blocked,Бюджет группы,Бюджет группы,102112.4,413228,12990,28.99,6981,1794,268.86,124,9,8690.09,0,293851,60037,17591,30676,8714,C_0455,Музыка,Старт прослушиваний,Цена группы,-
C_0456,deleted,Бюджет группы,Бюджет группы,0.03,51,2,0.06,1,13,0.02,1,0,0.01,0,20,4,2,0,0,C_0456,Музыка,Старт прослушиваний,Цена группы,-
C_0457,blocked,-,Бюджет группы,2.75,2448,7,0.35,1,7,0.56,1,3,6272.02,0,657,32,8,0,2,C_0457,Музыка,Старт прослушиваний,500,Минимальная цена
C_0458,deleted,Бюджет группы,-,50.97,11471,54,1.07,47,17,0.74,5,0,32.1,0,279,107,11,7,12,C_0458,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0459,deleted,Бюджет группы,Бюджет группы,20.36,3332,321,0.14,1489,526,12.56,1,0,392.32,0,241,294,64,71,171,C_0459,Музыка,Показы рекламы,Авто,-
C_0460,deleted,Бюджет группы,Бюджет группы,2744.19,130111,1724,1.76,1814,1058,54.22,33,893,14611.85,0,8491,1807,1177,104,456,C_0460,Музыка,Старт прослушиваний,Авто,-
C_0461,deleted,Бюджет группы,Бюджет группы,430.98,15380,117,2.07,962,843,31.56,30,0,3221.12,0,1967,256,562,275,141,C_0461,Музыка,Старт прослушиваний,Цена группы,-
C_0462,deleted,Бюджет группы,4775,126258.73,411358,11104,44.26,820,713,4.93,157,0,38.15,0,229577,43589,18306,17699,7092,C_0462,Музыка,Старт прослушиваний,Цена группы,-
C_0463,deleted,-,Бюджет группы,575.33,27057,867,8.0,380,44,23.46,1,0,288.54,0,2321,691,94,39,98,C_0463,"Пост, видео, клип, статья",Старт прослушиваний,Авто,Минимальная цена
C_0464,deleted,Бюджет группы,Бюджет группы,11369.81,31958,2255,10.68,1244,161,39.46,2,418,12722.16,0,13948,3285,990,1759,380,C_0464,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0465,blocked,Бюджет группы,Бюджет группы,150000.0,722711,18566,56.2,4825,2489,207.61,105,0,0.83,0,382295,82608,38661,51967,16122,C_0465,Музыка,Старт прослушиваний,Цена группы,-
C_0466,active,Бюджет группы,1000,43789.71,237045,10816,17.27,11303,2842,197.26,150,0,156.32,0,269283,70574,35159,51443,14534,C_0466,Музыка,Старт прослушиваний,Цена группы,-
C_0467,deleted,Бюджет группы,Бюджет группы,6270.79,82586,2127,5.8,2385,788,33.94,10,3,11994.39,0,26244,7424,5249,4703,2469,C_0467,Музыка,Старт прослушиваний,Цена группы,-
C_0468,deleted,10000,Бюджет группы,18.33,2536,161,3.57,36,19,14.17,1,0,156.37,0,155,25,2,0,1,C_0468,Сообщество и профиль Вконтакте,Продвижение публикации,Цена группы,-
C_0469,deleted,Бюджет группы,Бюджет группы,3109.1,11889,127,14.33,2,59,0.33,1,0,1243.17,0,4399,612,116,278,70,C_0469,Музыка,Старт прослушиваний,Цена группы,-
C_0470,deleted,-,Бюджет группы,1005.61,25291,569,10.7,243,115,73.97,1,17,12001.86,0,11206,1693,2959,3951,1868,C_0470,Музыка,Показы рекламы,Авто,Целевая цена
C_0471,deleted,Бюджет группы,Бюджет группы,5986.47,99614,5534,10.15,2255,683,51.3,34,0,861.44,0,34841,6778,1395,1285,1065,C_0471,Музыка,Старт прослушиваний,18,-
C_0472,deleted,1000,Бюджет группы,806.71,59621,1255,3.06,700,425,10.88,28,0,106.96,0,20769,5331,2364,2936,1934,C_0472,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0473,deleted,Бюджет группы,Бюджет группы,7061.77,70173,1831,2.88,816,44,20.98,1,0,315.52,0,38811,9755,2062,754,350,C_0473,Музыка,Старт прослушиваний,Цена группы,-
C_0474,deleted,Бюджет группы,Бюджет группы,21975.02,73795,2316,23.65,1317,259,176.25,1,0,530.08,0,21653,5957,3374,7367,1400,C_0474,Музыка,Старт прослушиваний,Цена группы,-
C_0475,deleted,Бюджет группы,Бюджет группы,150000.0,568156,15111,40.34,9432,2750,195.57,101,1,7874.86,0,179082,32704,13816,30278,8873,C_0475,Музыка,Старт прослушиваний,Цена группы,-
C_0476,deleted,10000,408,9254.19,60566,756,5.21,393,19,31.06,1,194,10385.25,0,1491,389,13,5,4,C_0476,Музыка,Показы рекламы,Авто,-
C_0477,deleted,Бюджет группы,380,20495.07,167928,4085,15.85,2030,1487,44.08,53,0,2837.45,0,73860,15270,7403,15375,5250,C_0477,Музыка,Старт прослушиваний,Цена группы,-
C_0478,deleted,3000,Бюджет группы,33947.35,162088,5747,6.5,12687,2867,92.97,103,0,395.8,0,67169,19737,6040,14180,5338,C_0478,Музыка,Старт прослушиваний,Цена группы,-
C_0479,deleted,Бюджет группы,-,75.9,8307,317,2.0,180,678,14.0,29,0,190.5,0,2138,458,31,22,31,C_0479,Музыка,Показы рекламы,Цена группы,-
C_0480,blocked,Бюджет группы,10000,30328.78,228557,9624,9.29,9921,2563,180.73,123,252,14099.03,0,197382,43312,19341,38005,9039,C_0480,Музыка,Старт прослушиваний,Цена группы,-
C_0481,blocked,Бюджет группы,Бюджет группы,1852.37,7790,145,4.57,77,145,7.53,1,0,0.05,0,16596,4518,758,947,242,C_0481,Музыка,Старт прослушиваний,Цена группы,-
C_0482,deleted,Бюджет группы,2000,893.36,22538,607,11.6,946,168,89.85,1,0,868.89,0,9389,1706,1044,2737,1288,C_0482,Музыка,Старт прослушиваний,Цена группы,-
C_0483,deleted,3000,3500,0.01,303,1,0.12,1,11,34.18,1,394,13937.37,0,1,0,1,0,0,C_0483,Сообщество и профиль Вконтакте,Продвижение поста,Авто,Минимальная цена
C_0484,blocked,Бюджет группы,-,12129.36,126136,3389,2.65,2979,725,10.78,24,0,644.64,0,117307,33834,8684,12752,4488,C_0484,Музыка,Старт прослушиваний,Цена группы,-
C_0485,deleted,Бюджет группы,25000,127.5,35354,387,0.05,3628,1106,16.95,96,1,261.12,0,551,224,103,100,316,C_0485,Музыка,Старт прослушиваний,Авто,-
C_0486,deleted,Бюджет группы,-,0.0,18,1,0.03,5,1,0.1,2,0,153.64,0,0,0,1,0,0,C_0486,Музыка,Старт прослушиваний,Авто,Целевая цена
C_0487,deleted,Бюджет группы,Бюджет группы,365.14,9268,209,2.79,20,140,3.87,4,196,14117.98,0,886,190,103,9,79,C_0487,"Пост, видео, клип, статья",Показы рекламы,Цена группы,-
C_0488,deleted,-,Бюджет группы,20500.57,218424,5744,6.84,4037,1028,2.01,111,350,12899.77,0,31406,8156,7886,9060,4530,C_0488,Музыка,Старт прослушиваний,Авто,-
C_0489,deleted,Бюджет группы,Бюджет группы,1320.71,20009,834,0.88,857,103,0.21,2,3,1651.83,0,2532,870,200,232,55,C_0489,Музыка,Старт прослушиваний,Авто,Целевая цена
C_0490,deleted,Бюджет группы,25000,58690.2,352491,14962,24.47,11810,3492,165.53,130,0,2.38,0,239782,56850,23518,34677,11208,C_0490,Музыка,Старт прослушиваний,Цена группы,-
C_0491,deleted,-,Бюджет группы,65.12,9262,713,0.67,1696,910,17.11,72,0,107.47,0,7214,3055,595,412,352,C_0491,Музыка,Старт прослушиваний,100,-
C_0492,blocked,Бюджет группы,-,21166.57,193150,4176,13.68,2638,703,147.29,1,25,1574.64,6,2923,1654,674,737,1457,C_0492,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0493,blocked,Бюджет группы,Бюджет группы,1192.97,22834,631,11.12,143,146,66.24,1,569,14341.27,0,42248,7833,2932,2723,1617,C_0493,Музыка,Старт прослушиваний,Авто,-
C_0494,deleted,-,Бюджет группы,903.02,24703,1428,13.79,1078,652,40.57,3,1,5244.84,0,14979,2678,2169,3489,2136,C_0494,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0495,deleted,Бюджет группы,Бюджет группы,20386.35,181077,7451,7.17,14977,3191,235.39,71,1,2233.07,0,24699,10417,3797,6356,3220,C_0495,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0496,deleted,Бюджет группы,-,59837.28,319771,8707,14.28,8872,1456,163.59,44,475,12550.2,0,141336,32587,9719,17181,5729,C_0496,Музыка,Старт прослушиваний,Цена группы,-
C_0497,deleted,Бюджет группы,Бюджет группы,70248.0,324632,9642,6.91,13016,2662,256.85,70,93,9523.17,0,43744,9292,4021,12745,2588,C_0497,Музыка,Старт прослушиваний,Цена группы,-
C_0498,deleted,Бюджет группы,Бюджет группы,3784.79,75757,646,5.31,557,367,99.29,1,54,11479.14,0,39029,5914,2704,3298,1068,C_0498,Музыка,Старт прослушиваний,Цена группы,-
C_0499,blocked,Бюджет группы,Бюджет группы,6.94,11506,248,1.08,66,114,1.42,16,0,270.25,0,755,310,187,83,260,C_0499,Музыка,Старт прослушиваний,Авто,-
C_0500,blocked,Бюджет группы,Бюджет группы,2778.82,60213,1724,6.56,1813,1034,18.0,145,0,68.3,0,11709,2908,1253,849,877,C_0500,Музыка,Старт прослушиваний,Авто,-
C_0501,deleted,-,Бюджет группы,453.94,36886,2050,20.83,140,65,10.05,1,95,7446.85,0,4062,840,819,1032,563,C_0501,Сообщество и профиль Вконтакте,Показы рекламы,500,-
C_0502,deleted,Бюджет группы,Бюджет группы,19740.05,162470,2841,23.16,1449,775,125.88,10,0,1282.07,0,9281,1547,592,1123,556,C_0502,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0503,deleted,-,Бюджет группы,118.45,16814,228,2.88,74,66,12.98,1,46,3597.55,0,777,84,17,4,10,C_0503,Музыка,Продвижение поста,100,Предельная цена
C_0504,deleted,-,Бюджет группы,14239.86,137371,2968,12.88,2507,284,76.86,1,0,6518.94,0,128010,28559,7428,8555,3987,C_0504,Музыка,Старт прослушиваний,70,-
C_0505,deleted,8750,Бюджет группы,16545.24,228270,5219,3.94,7971,2059,73.67,78,0,166.82,0,72273,20430,11291,14589,6339,C_0505,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0506,deleted,8750,Бюджет группы,2443.18,57956,3602,3.73,2912,1204,69.05,35,3,1770.2,0,42910,6944,1692,968,629,C_0506,Музыка,Старт прослушиваний,Цена группы,-
C_0507,deleted,-,Бюджет группы,515.72,49965,462,1.17,231,289,8.42,1,0,0.94,0,43772,12450,2607,3691,1850,C_0507,"Пост, видео, клип, статья",Старт прослушиваний,100,Минимальная цена
C_0508,deleted,Бюджет группы,Бюджет группы,150000.0,794806,18718,55.16,10723,2495,42.93,179,163,9196.35,0,360839,76879,40263,57325,19587,C_0508,Музыка,Старт прослушиваний,Цена группы,Минимальная цена
C_0509,deleted,Бюджет группы,Бюджет группы,86.48,18987,1351,0.04,2469,1715,9.53,110,1,2253.51,0,8231,4194,2864,832,1645,C_0509,Музыка,Старт прослушиваний,Цена группы,-
C_0510,deleted,Бюджет группы,Бюджет группы,10414.52,59221,2927,11.61,2705,1239,78.37,25,0,0.25,0,16081,5597,2429,6178,1656,C_0510,Музыка,Старт прослушиваний,Цена группы,-
C_0511,deleted,-,Бюджет группы,37188.6,267483,8896,8.47,6059,3107,41.19,61,25,5512.8,0,131745,25394,14469,26727,9935,C_0511,Музыка,Старт прослушиваний,Цена группы,-
C_0512,blocked,Бюджет группы,Бюджет группы,70161.6,317729,13656,23.86,11401,2880,254.56,74,0,2270.44,0,328326,75308,40024,53337,18026,C_0512,Музыка,Старт прослушиваний,Цена группы,-
C_0513,deleted,-,Бюджет группы,0.35,451,38,0.28,8,24,0.07,3,0,352.92,1,634,184,8,4,24,C_0513,"Пост, видео, клип, статья",Старт прослушиваний,70,Целевая цена
C_0514,deleted,Бюджет группы,Бюджет группы,8287.81,76390,1998,8.17,502,675,4.15,6,1,2958.8,0,97208,18236,7105,6148,2652,C_0514,Музыка,Старт прослушиваний,Цена группы,-
C_0515,deleted,Бюджет группы,Бюджет группы,32893.93,293841,7546,3.91,6046,2086,9.71,163,221,14192.68,0,53062,11118,4313,7215,2551,C_0515,Музыка,Старт прослушиваний,Цена группы,-
C_0516,deleted,Бюджет группы,Бюджет группы,7066.98,59091,1180,5.82,1144,503,75.56,2,0,4701.56,0,55698,9734,3498,1537,1506,C_0516,Музыка,Старт прослушиваний,Цена группы,-
C_0517,deleted,-,Бюджет группы,239.28,4028,38,2.22,22,10,5.44,1,28,10355.78,0,2264,927,132,20,128,C_0517,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0518,blocked,-,5000,1799.41,53646,1807,1.27,1580,1449,130.02,12,0,0.46,0,10488,3891,1012,578,613,C_0518,Музыка,Старт прослушиваний,Цена группы,-
C_0519,blocked,-,Бюджет группы,5.55,13297,95,0.49,121,415,2.43,25,5,7551.1,0,6892,1301,848,209,932,C_0519,Музыка,Старт прослушиваний,17,-
C_0520,blocked,Бюджет группы,Бюджет группы,0.01,17,2,0.57,1,1,0.17,1,7,6080.99,1,0,0,1,0,0,C_0520,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0521,deleted,Бюджет группы,-,453.16,2338,27,4.06,5,3,1.82,1,0,5.86,0,1107,422,99,103,13,C_0521,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0522,deleted,Бюджет группы,-,9761.33,96706,2287,15.86,680,688,49.77,2,0,546.66,0,18087,3281,1565,2043,626,C_0522,Музыка,Старт прослушиваний,Цена группы,Минимальная цена
C_0523,deleted,Бюджет группы,Бюджет группы,65986.13,340577,4847,3.01,5340,1826,41.82,78,3,680.92,1,107194,19589,6049,2514,926,C_0523,Музыка,Старт прослушиваний,Цена группы,-
C_0524,deleted,Бюджет группы,Бюджет группы,35.81,6201,416,1.33,2567,886,89.37,24,0,117.39,0,5009,1451,478,250,117,C_0524,Сообщество и профиль Вконтакте,Продвижение публикации,Цена группы,-
C_0525,deleted,Бюджет группы,Бюджет группы,89985.21,268228,11290,31.52,13015,1127,401.92,28,0,1250.62,0,119426,29179,7647,17202,3642,C_0525,Музыка,Старт прослушиваний,Цена группы,-
C_0526,deleted,Бюджет группы,Бюджет группы,45932.4,271033,13999,7.17,17814,3374,450.5,143,6,9224.83,0,229104,60388,25915,29979,12530,C_0526,Музыка,Старт прослушиваний,Цена группы,-
C_0527,deleted,-,Бюджет группы,150000.0,587365,19420,55.57,13195,2663,310.82,82,21,5850.48,0,219820,52926,23703,50239,16650,C_0527,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0528,deleted,Бюджет группы,Бюджет группы,16485.57,77965,4969,4.83,10438,1512,112.61,22,0,473.35,0,62385,23324,7878,13519,3278,C_0528,Музыка,Старт прослушиваний,Цена группы,-
C_0529,blocked,Бюджет группы,5000,26764.82,131166,10626,11.69,12562,2065,520.85,23,11,8184.41,0,194012,43869,7280,15630,2227,C_0529,Музыка,Старт прослушиваний,Цена группы,-
C_0530,deleted,Бюджет группы,150000,3252.25,34587,1899,0.85,7002,1551,50.39,101,0,0.22,0,2677,2087,604,217,177,C_0530,Музыка,Старт прослушиваний,Цена группы,-
C_0531,deleted,-,25000,2765.9,18803,1178,8.44,1270,319,26.07,1,29,6164.64,0,7370,2664,795,2838,437,C_0531,Музыка,Старт прослушиваний,Авто,-
C_0532,deleted,Бюджет группы,Бюджет группы,217.01,19627,999,6.09,464,528,16.24,1,8,3809.95,0,2108,881,286,937,348,C_0532,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0533,deleted,Бюджет группы,Бюджет группы,34671.95,195279,5549,7.61,3835,1963,64.71,58,1,3206.94,0,96273,18428,4187,1833,1018,C_0533,Музыка,Старт прослушиваний,Цена группы,-
C_0534,deleted,Бюджет группы,Бюджет группы,26074.83,164350,4166,9.6,6331,1599,95.16,45,96,12574.54,0,111035,28130,9410,14075,4941,C_0534,Музыка,Старт прослушиваний,Цена группы,-
C_0535,deleted,Бюджет группы,-,0.05,252,29,0.33,6,17,0.0,6,0,743.2,0,14,5,7,1,5,C_0535,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0536,blocked,Бюджет группы,Бюджет группы,14333.06,137860,3473,7.78,3785,1857,298.23,1,1,1723.83,0,42922,8126,3391,2968,1557,C_0536,Музыка,Старт прослушиваний,Цена группы,-
C_0537,deleted,Бюджет группы,39166,83883.3,315670,9904,36.58,10271,1396,362.72,15,4,6920.87,0,90163,29224,12874,36006,7541,C_0537,Музыка,Старт прослушиваний,Цена группы,-
C_0538,deleted,-,1000,4041.7,80465,1114,1.98,745,511,0.5,42,0,0.24,194,8126,2610,154,58,68,C_0538,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0539,deleted,Бюджет группы,Бюджет группы,1678.1,36419,909,12.79,239,133,75.43,1,1,372.57,0,6343,1456,398,240,366,C_0539,"Пост, видео, клип, статья",Старт прослушиваний,Авто,Минимальная цена
C_0540,blocked,Бюджет группы,25000,1278.97,47975,1509,5.6,1509,882,59.3,30,286,14336.12,0,14408,2907,1486,3353,1701,C_0540,Музыка,Старт прослушиваний,Цена группы,-
C_0541,deleted,Бюджет группы,25000,32248.23,241341,5803,11.19,3972,637,116.08,47,2,765.38,0,18038,5494,1495,5521,1378,C_0541,Музыка,Показы рекламы,Цена группы,Минимальная цена
C_0542,blocked,Бюджет группы,50000,10664.6,110093,2199,22.13,1256,1237,87.06,3,1,816.65,0,34125,5476,5015,8179,2258,C_0542,Музыка,Старт прослушиваний,Цена группы,-
C_0543,deleted,-,500,106638.59,299642,11215,22.33,5150,1321,16.5,95,25,9231.2,0,270576,57875,17007,11897,2954,C_0543,Музыка,Старт прослушиваний,Цена группы,-
C_0544,deleted,-,Бюджет группы,679.13,17961,244,7.2,504,45,44.41,1,0,1.85,0,1257,377,56,49,201,C_0544,Музыка,Старт прослушиваний,Цена группы,-
C_0545,deleted,-,Бюджет группы,237.34,8617,384,5.24,93,22,44.82,2,0,24.19,0,13459,2251,170,200,162,C_0545,Музыка,Старт прослушиваний,Авто,Предельная цена
C_0546,deleted,Бюджет группы,Бюджет группы,6174.17,57403,403,20.28,14,15,1.26,1,3,11595.25,0,9335,735,155,156,150,C_0546,Музыка,Показы рекламы,Цена группы,-
C_0547,deleted,-,Бюджет группы,15136.5,91448,4445,6.78,12553,2169,430.31,20,313,14482.15,0,34971,11453,7439,6285,2296,C_0547,Музыка,Старт прослушиваний,35,Минимальная цена
C_0548,deleted,Бюджет группы,Бюджет группы,10.59,2119,54,1.5,44,181,0.42,1,0,1.57,0,154,26,34,58,34,C_0548,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0549,deleted,Бюджет группы,336,4405.77,89828,3660,4.59,571,657,2.11,4,0,3205.24,0,49130,8328,5399,4633,3106,C_0549,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0550,deleted,Бюджет группы,Бюджет группы,24061.56,169864,2254,4.8,3223,489,36.06,74,10,4180.24,0,18662,7743,1139,359,479,C_0550,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0551,deleted,-,Бюджет группы,0.37,511,16,1.21,21,45,3.61,1,0,1.11,0,8,3,7,2,7,C_0551,"Пост, видео, клип, статья",Продвижение поста,Цена группы,Минимальная цена
C_0552,deleted,Бюджет группы,Бюджет группы,343.62,6746,69,0.69,191,326,3.47,1,0,0.01,0,175,218,29,4,12,C_0552,Музыка,Старт прослушиваний,Цена группы,-
C_0553,active,Бюджет группы,Бюджет группы,2736.49,71627,3194,5.51,708,715,8.37,13,0,106.52,0,76766,15042,6501,8773,5087,C_0553,Музыка,Старт прослушиваний,150,-
C_0554,deleted,Бюджет группы,Бюджет группы,73299.56,271027,9106,19.31,7134,955,201.28,5,967,14531.67,0,205377,48540,17116,16801,4142,C_0554,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,Целевая цена
C_0555,deleted,Бюджет группы,Бюджет группы,360.87,22353,341,2.9,358,74,7.27,2,4,6647.76,0,525,177,56,78,69,C_0555,Музыка,Показы рекламы,18,Минимальная цена
C_0556,deleted,3000,Бюджет группы,0.03,61,53,1.31,418,221,156.01,1,64,13522.92,0,66,51,12,116,82,C_0556,"Пост, видео, клип, статья",Старт прослушиваний,100,-
C_0557,deleted,Бюджет группы,Бюджет группы,0.06,54,1,0.87,2,12,10.13,1,3,1264.11,0,1,0,1,0,0,C_0557,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0558,deleted,-,9166,18974.86,74869,1114,9.29,512,452,23.44,13,0,4.9,0,34673,6113,1097,488,374,C_0558,Музыка,Старт прослушиваний,Цена группы,-
C_0559,deleted,Бюджет группы,Бюджет группы,5481.13,62381,3080,9.22,4591,1650,16.19,25,0,553.75,0,1923,541,92,214,221,C_0559,Музыка,Старт прослушиваний,Цена группы,-
C_0560,blocked,Бюджет группы,Бюджет группы,16330.66,235683,11280,18.07,3663,1267,68.43,22,0,502.44,0,151028,33867,9895,8742,4845,C_0560,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,Предельная цена
C_0561,deleted,Бюджет группы,10000,2374.35,57310,1207,0.43,1683,2163,4.64,152,0,78.77,0,39210,11988,7125,1844,2288,C_0561,Музыка,Старт прослушиваний,150,-
C_0562,deleted,Бюджет группы,Бюджет группы,11686.45,86164,1652,1.69,4950,2637,33.8,111,0,0.01,0,21425,8615,6334,1883,2211,C_0562,Музыка,Старт прослушиваний,Цена группы,-
C_0563,blocked,Бюджет группы,8333,33357.83,255109,9377,8.28,10874,2848,220.76,190,0,2968.86,0,138827,34475,12933,25109,9768,C_0563,Музыка,Старт прослушиваний,Цена группы,-
C_0564,deleted,Бюджет группы,Бюджет группы,12548.48,96313,3953,9.78,7992,1494,65.96,111,0,0.05,0,28005,10253,3889,16483,2794,C_0564,Музыка,Продвижение поста,Цена группы,-
C_0565,deleted,Бюджет группы,Бюджет группы,0.19,369,20,0.97,7,3,0.29,1,0,398.73,0,18,5,1,0,0,C_0565,"Пост, видео, клип, статья",Старт прослушиваний,Авто,Предельная цена
C_0566,deleted,Бюджет группы,Бюджет группы,79295.31,321668,15109,22.36,12127,2188,243.37,96,1062,14593.79,1,168012,40738,9695,11566,4241,C_0566,Музыка,Старт прослушиваний,Цена группы,-
C_0567,deleted,Бюджет группы,Бюджет группы,36186.37,268403,10329,6.63,9390,2254,294.98,26,797,14609.41,0,154682,36951,15896,23019,9105,C_0567,Музыка,Старт прослушиваний,Цена группы,-
C_0568,deleted,Бюджет группы,Бюджет группы,13106.81,106569,915,16.5,31,129,1.43,1,0,2952.5,0,29695,4533,2403,803,852,C_0568,Музыка,Старт прослушиваний,Цена группы,-
C_0569,deleted,8750,1000,53472.8,246909,10446,12.4,13419,2349,175.41,56,0,19.46,0,33295,9173,2081,4371,1377,C_0569,Музыка,Старт прослушиваний,Цена группы,-
C_0570,blocked,8750,5000,32145.22,263096,9454,26.43,2263,1115,138.16,36,0,43.13,0,167699,34862,5347,6092,2527,C_0570,"Пост, видео, клип, статья",Старт прослушиваний,10,Целевая цена
C_0571,deleted,Бюджет группы,9069,1699.3,61382,918,8.69,331,259,72.04,1,795,14607.06,0,16365,3186,1098,134,445,C_0571,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,Целевая цена
C_0572,deleted,1000,Бюджет группы,5262.68,101190,3859,3.08,3210,1593,10.05,96,0,5.36,0,72090,13188,4499,4662,3307,C_0572,Музыка,Старт прослушиваний,Цена группы,Минимальная цена
C_0573,blocked,Бюджет группы,Бюджет группы,1.42,4839,53,0.04,188,104,1.05,1,1,237.24,0,63,34,15,0,4,C_0573,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0574,blocked,Бюджет группы,Бюджет группы,3528.37,43575,1409,2.03,1062,1926,36.46,102,0,2.69,0,9826,4876,1948,4645,2232,C_0574,Музыка,Старт прослушиваний,100,-
C_0575,deleted,-,8000,109133.72,480453,14644,24.25,11072,2128,191.51,57,302,13040.34,0,303069,62004,20937,33945,8656,C_0575,"Пост, видео, клип, статья",Показы рекламы,Цена группы,-
C_0576,deleted,Бюджет группы,Бюджет группы,15987.42,129739,3682,7.24,3472,1291,88.7,9,0,40.39,0,10491,4016,3078,2615,2512,C_0576,Музыка,Старт прослушиваний,Цена группы,Минимальная цена
C_0577,deleted,-,336,3821.19,151142,2543,3.92,1040,801,28.25,12,57,10571.74,0,65044,10627,4813,7261,3459,C_0577,Музыка,Показы рекламы,150,Минимальная цена
C_0578,deleted,Бюджет группы,Бюджет группы,0.21,1554,59,0.21,231,42,0.19,1,0,3174.21,0,3,1,1,5,8,C_0578,Музыка,Продвижение поста,100,-
C_0579,deleted,Бюджет группы,5000,101180.34,426324,12962,43.5,3891,1631,173.88,80,0,378.51,0,251779,49721,18997,21224,7652,C_0579,Сообщество и профиль Вконтакте,Продвижение поста,Цена группы,Целевая цена
C_0580,deleted,Бюджет группы,5000,84196.56,330527,7796,26.07,1892,667,27.13,15,0,1005.72,0,84296,18736,3291,1267,1162,C_0580,Музыка,Старт прослушиваний,Цена группы,-
C_0581,deleted,Бюджет группы,Бюджет группы,17120.38,96050,1412,5.28,599,790,41.3,1,113,12732.33,0,62261,11693,2759,2372,672,C_0581,Музыка,Старт прослушиваний,Цена группы,-
C_0582,blocked,Бюджет группы,Бюджет группы,19700.79,248147,6424,10.75,6257,1960,55.55,20,0,44.28,0,103191,20094,11156,17194,8030,C_0582,Музыка,Старт прослушиваний,Цена группы,-
C_0583,deleted,-,Бюджет группы,42541.55,162123,3365,24.06,3324,794,268.8,4,135,13598.12,0,26904,6184,1308,4266,701,C_0583,Музыка,Показы рекламы,Авто,Минимальная цена
C_0584,deleted,Бюджет группы,Бюджет группы,2982.94,34437,1040,8.89,582,247,23.78,1,128,6907.04,0,16593,3982,1430,1105,580,C_0584,Музыка,Старт прослушиваний,Цена группы,-
C_0585,deleted,Бюджет группы,Бюджет группы,0.0,4,1,0.0,1,11,0.6,1,0,0.13,0,7,2,1,0,0,C_0585,Музыка,Старт прослушиваний,Цена группы,-
C_0586,deleted,Бюджет группы,Бюджет группы,0.0,28,1,0.77,1,1,0.5,1,0,0.19,0,38,5,6,3,4,C_0586,Музыка,Продвижение поста,Цена группы,Целевая цена
C_0587,deleted,Бюджет группы,Бюджет группы,12357.9,89144,929,8.55,435,223,5.45,36,0,1070.42,1,11700,2030,735,805,303,C_0587,Музыка,Старт прослушиваний,Цена группы,-
C_0588,deleted,Бюджет группы,3500,41.17,19799,193,0.67,995,486,28.91,1,80,10703.8,0,5,5,10,10,79,C_0588,Музыка,Старт прослушиваний,Авто,-
